공정코드,공정명,세부공정코드,세부공정명,품목코드,품목명,단위, 재료비, 노무비, 경비
Y,공사마감,Y01,공사마감,Y01021,인터폰 교체 (인터폰 기종에 따라 견적 금액 협의) // 목공비 포함,SET,"  370,000 ",,
Y,공사마감,Y01,공사마감,Y01022,인터폰 교체 (인터폰 기종에 따라 견적 금액 협의) // 목공비 포함,SET,"  330,000 ",,
Y,공사마감,Y01,공사마감,Y01023,방화문 보수,set,"  250,000 ",,
Y,공사마감,Y01,공사마감,Y01024,방화문 교체 // 기본 방화문,set,"  950,000 ",,
Y,공사마감,Y01,공사마감,Y01025,방화문 교체 // 중급 방화문,set,"  1,250,000 ",,
Y,공사마감,Y01,공사마감,Y01026,방화문 교체 // 고급 방화문,set,"  1,850,000 ",,
Y,공사마감,Y01,공사마감,Y01027,방화문 교체 // 비대칭 양개형 방화문,set,"  2,350,000 ",,
Y,공사마감,Y01,공사마감,Y01028,사다리차 사용(타일/가구/바닥재/자재 양중)  /9층 이하 기준,시간,"  180,000 ",,
Y,공사마감,Y01,공사마감,Y01029,공사중 폐기물 처리(공사 내용*기간에 따라 금액 변동)1 ton,회,"  420,000 ",,
Y,공사마감,Y01,공사마감,Y01030,준공 청소(전체 공사 기준)전용면적기준,PY,"  22,500 ",,
Y,공사마감,Y01,공사마감,Y01031,준공 청소(부분공사일 경우)전용면적기준,PY,"  26,000 ",,
Y,공사마감,Y01,공사마감,Y01032,준공 청소(15평 이하)전용면적기준,식,"  430,000 ",,
Y,공사마감,Y01,공사마감,Y01033,준공 청소(15평 초과 20평 이하)전용면적기준,식,"  500,000 ",,
Y,공사마감,Y01,공사마감,Y01034,준공 청소(15평 초과 20평 이하)전용면적기준,식,"  460,000 ",,
Y,공사마감,Y01,공사마감,Y01999,기타(1),, ,,
Y,공사마감,Y99,기타공사마감,Y99999,기타(2),, ,,
Z,경비,Z01,경비,Z01001,산재보험료,, ,,
Z,경비,Z01,경비,Z01002,고용보험료,, ,,
Z,경비,Z01,경비,Z01003,안전관리비,, ,,
Z,경비,Z01,경비,Z01999,기타(1),, ,,
Z,경비,Z99,기타경비,Z99999,기타(2),,,,
